station	date	operateur	releve	herbe	sol_nu	roche	mousse	hauteur	ciel	rq_station	taxon	entendu	vu	fauche	stade	abondance	rq_ind	altitude	data_GPS	X_WGS84	Y_WGS84
655	24/08/2018	BRAUD Yoan	695	100	0	0	0	49	ensoleille		Ephippiger terrestris		1		melange (juveniles et adultes)	 +		1976	24/08/2018 14:20	6.7098	44.18052
655	24/08/2018	BRAUD Yoan	695	100	0	0	0	49	ensoleille		Gomphocerinae sp		1	1	juvenile	 +		1976	24/08/2018 14:20	6.7098	44.18052
655	24/08/2018	BRAUD Yoan	696	100	0	0	0	17	ensoleille		Chorthippus apricarius	1	1	1	adulte	 ++		1981	24/08/2018 14:36	6.70979	44.18031
655	24/08/2018	BRAUD Yoan	696	100	0	0	0	17	ensoleille		Stauroderus scalaris	1	1	1	adulte	 ++		1981	24/08/2018 14:36	6.70979	44.18031
655	24/08/2018	BRAUD Yoan	696	100	0	0	0	17	ensoleille		Stenobothrus nigromaculatus		1		adulte	3		1981	24/08/2018 14:36	6.70979	44.18031
655	24/08/2018	BRAUD Yoan	696	100	0	0	0	17	ensoleille		Anonconotus ghiliani		1		adulte	3		1981	24/08/2018 14:36	6.70979	44.18031
655	24/08/2018	BRAUD Yoan	696	100	0	0	0	17	ensoleille		Bicolorana bicolor	1	1		adulte	1		1981	24/08/2018 14:36	6.70979	44.18031
16	11/09/2019	BRAUD Yoan	1208	85	10	5	0	14	ensoleille		Chorthippus saulcyi daimei		1		adulte	+		2616	11/09/2019	6.760111	44.260851
655	24/08/2018	BRAUD Yoan	696	100	0	0	0	17	ensoleille		Ephippiger terrestris	1	1		melange (juveniles et adultes)	 +		1981	24/08/2018 14:36	6.70979	44.18031
655	24/08/2018	BRAUD Yoan	696	100	0	0	0	17	ensoleille		Gomphocerinae sp		1	1	juvenile	3		1981	24/08/2018 14:36	6.70979	44.18031
655	24/08/2018	BRAUD Yoan	697	100	0	0	0	51	ensoleille		Arcyptera fusca	1	1		adulte	1		1972	24/08/2018 14:49	6.71016	44.1802
655	24/08/2018	BRAUD Yoan	697	100	0	0	0	51	ensoleille		Chorthippus apricarius		1	1	adulte	 ++++		1972	24/08/2018 14:49	6.71016	44.1802
655	24/08/2018	BRAUD Yoan	697	100	0	0	0	51	ensoleille		Stauroderus scalaris	1	1	1	adulte	 +		1972	24/08/2018 14:49	6.71016	44.1802
655	24/08/2018	BRAUD Yoan	697	100	0	0	0	51	ensoleille		Psophus stridulus		1		adulte	1		1972	24/08/2018 14:49	6.71016	44.1802
655	24/08/2018	BRAUD Yoan	697	100	0	0	0	51	ensoleille		Bicolorana bicolor	1	1		adulte	 +		1972	24/08/2018 14:49	6.71016	44.1802
655	24/08/2018	BRAUD Yoan	697	100	0	0	0	51	ensoleille		Ephippiger terrestris		1	1	melange (juveniles et adultes)	 +		1972	24/08/2018 14:49	6.71016	44.1802
655	24/08/2018	BRAUD Yoan	697	100	0	0	0	51	ensoleille		Gomphocerinae sp		1	1	juvenile	2		1972	24/08/2018 14:49	6.71016	44.1802
376	24/08/2018	BRAUD Yoan	699	95	5	0	0	8	ensoleille		Arcyptera fusca		1	1	adulte	1		1850	24/08/2018 17:11	6.7616	44.23228
16	11/09/2019	BRAUD Yoan	1209	95	5	0	0	15	intermediaire		Chorthippus saulcyi daimei	1	1		adulte	+		2606	11/09/2019	6.759939	44.26105
376	24/08/2018	BRAUD Yoan	699	95	5	0	0	8	ensoleille		Stauroderus scalaris	1	1	1	adulte	 ++		1850	24/08/2018 17:11	6.7616	44.23228
376	24/08/2018	BRAUD Yoan	699	95	5	0	0	8	ensoleille		Euchorthippus declivus		1	1	melange (juveniles et adultes)	 +++		1850	24/08/2018 17:11	6.7616	44.23228
376	24/08/2018	BRAUD Yoan	699	95	5	0	0	8	ensoleille		Stenobothrus lineatus		1	1	adulte	1		1850	24/08/2018 17:11	6.7616	44.23228
376	24/08/2018	BRAUD Yoan	699	95	5	0	0	8	ensoleille		Platycleis albopunctata		1	1	adulte	 +		1850	24/08/2018 17:11	6.7616	44.23228
376	24/08/2018	BRAUD Yoan	700	80	15	5	0	18	ensoleille		Stauroderus scalaris	1	1	1	adulte	 +		1841	24/08/2018 17:12	6.76149	44.23201
376	24/08/2018	BRAUD Yoan	700	80	15	5	0	18	ensoleille		Euchorthippus declivus		1	1	adulte	 +++		1841	24/08/2018 17:12	6.76149	44.23201
376	24/08/2018	BRAUD Yoan	700	80	15	5	0	18	ensoleille		Ephippiger terrestris		1		adulte	1		1841	24/08/2018 17:12	6.76149	44.23201
376	24/08/2018	BRAUD Yoan	700	80	15	5	0	18	ensoleille		Platycleis albopunctata		1		adulte	3		1841	24/08/2018 17:12	6.76149	44.23201
376	24/08/2018	BRAUD Yoan	701	100	0	0	0	9	ensoleille		Chorthippus apricarius		1		adulte	1		1845	24/08/2018 17:12	6.76113	44.23205
376	24/08/2018	BRAUD Yoan	701	100	0	0	0	9	ensoleille		Stauroderus scalaris	1	1		adulte	2		1845	24/08/2018 17:12	6.76113	44.23205
376	24/08/2018	BRAUD Yoan	701	100	0	0	0	9	ensoleille		Euchorthippus declivus		1	1	melange (juveniles et adultes)	 ++		1845	24/08/2018 17:12	6.76113	44.23205
376	24/08/2018	BRAUD Yoan	701	100	0	0	0	9	ensoleille		Roeseliana roeselii		1		juvenile	1		1845	24/08/2018 17:12	6.76113	44.23205
376	24/08/2018	BRAUD Yoan	702	95	5	0	0	21	ensoleille		Chorthippus biguttulus		1	1	adulte	3		1843	24/08/2018 17:13	6.7608	44.23217
376	24/08/2018	BRAUD Yoan	702	95	5	0	0	21	ensoleille		Stauroderus scalaris	1	1	1	adulte	 ++		1843	24/08/2018 17:13	6.7608	44.23217
376	24/08/2018	BRAUD Yoan	702	95	5	0	0	21	ensoleille		Euchorthippus declivus		1	1	melange (juveniles et adultes)	 ++		1843	24/08/2018 17:13	6.7608	44.23217
376	24/08/2018	BRAUD Yoan	702	95	5	0	0	21	ensoleille		Omocestus haemorrhoidalis		1	1	adulte	2		1843	24/08/2018 17:13	6.7608	44.23217
376	24/08/2018	BRAUD Yoan	702	95	5	0	0	21	ensoleille		Stenobothrus lineatus		1		adulte	2		1843	24/08/2018 17:13	6.7608	44.23217
376	24/08/2018	BRAUD Yoan	702	95	5	0	0	21	ensoleille		Roeseliana roeselii	1			adulte	1		1843	24/08/2018 17:13	6.7608	44.23217
376	24/08/2018	BRAUD Yoan	703	100	0	0	0	11	ensoleille		Chorthippus apricarius	1	1	1	adulte	 +		1850	24/08/2018 17:13	6.76091	44.23236
2019_36	8/09/2019	BRAUD Yoan	1171	95	5	0	0	6	couvert		Chorthippus saulcyi daimei		1		adulte	3		2360	8/09/2019	6.767771	44.272587
376	24/08/2018	BRAUD Yoan	703	100	0	0	0	11	ensoleille		Stauroderus scalaris	1	1		adulte	4		1850	24/08/2018 17:13	6.76091	44.23236
376	24/08/2018	BRAUD Yoan	703	100	0	0	0	11	ensoleille		Euchorthippus declivus		1	1	melange (juveniles et adultes)	 ++		1850	24/08/2018 17:13	6.76091	44.23236
376	24/08/2018	BRAUD Yoan	703	100	0	0	0	11	ensoleille		Stenobothrus lineatus		1		adulte	2		1850	24/08/2018 17:13	6.76091	44.23236
376	24/08/2018	BRAUD Yoan	703	100	0	0	0	11	ensoleille		Roeseliana roeselii		1		juvenile	1		1850	24/08/2018 17:13	6.76091	44.23236
376	24/08/2018	BRAUD Yoan	703						ensoleille		Leptophyes punctatissima				adulte	hors releve		1850	24/08/2018 17:13	6.76091	44.23236
376	24/08/2018	BRAUD Yoan	703						ensoleille		Tettigonia cantans				adulte	hors releve		1850	24/08/2018 17:13	6.76091	44.23236
376	24/08/2018	BRAUD Yoan	703						ensoleille		Nemobius sylvestris				adulte	hors releve		1850	24/08/2018 17:13	6.76091	44.23236
376	24/08/2018	BRAUD Yoan	703						ensoleille		Oedipoda germanica				adulte	hors releve		1850	24/08/2018 17:13	6.76091	44.23236
2019_36	8/09/2019	BRAUD Yoan	1173	85	5	5	5	4	ensoleille		Chorthippus saulcyi daimei		1		adulte	2		2367	8/09/2019	6.767143	44.272372
235(pas fini)	28/08/2018	BRAUD Yoan	704	100	0	0	0	17	ensoleille	station boisee, decalee a des altitudes tres inferieures. Probablement pas le meme type d'habitat que pour la station initiale?	Euchorthippus declivus		1	1	adulte	 +		1229	28/08/2018 10:13	6.74622	44.18472
235(pas fini)	28/08/2018	BRAUD Yoan	704	100	0	0	0	17	ensoleille	station boisee, decalee a des altitudes tres inferieures. Probablement pas le meme type d'habitat que pour la station initiale?	Stenobothrus nigromaculatus		1		adulte	1		1229	28/08/2018 10:13	6.74622	44.18472
235(pas fini)	28/08/2018	BRAUD Yoan	704	100	0	0	0	17	ensoleille	station boisee, decalee a des altitudes tres inferieures. Probablement pas le meme type d'habitat que pour la station initiale?	Nemobius sylvestris		1		adulte	1		1229	28/08/2018 10:13	6.74622	44.18472
A43	10/10/2019	GUIMIER Hubert	1436	95	5	0	0	50	ensoleille	Photo n�4718	Chorthippus saulcyi daimei	1	1		adulte	2	Presence hors releve de Euchorthippus declivus	2083	10/10/2019	7.421671	43.994539
235(pas fini)	28/08/2018	BRAUD Yoan	704	100	0	0	0	17	ensoleille	station desormais forestiere, fortement decalee vers le bas (meme habitat ?)	Euchorthippus declivus		1	1	adulte	 +		1229	28/08/2018 10:13	6.74622	44.18472
235(pas fini)	28/08/2018	BRAUD Yoan	704	100	0	0	0	17	ensoleille	station desormais forestiere, fortement decalee vers le bas (meme habitat ?)	Stenobothrus nigromaculatus		1		adulte	1		1229	28/08/2018 10:13	6.74622	44.18472
235(pas fini)	28/08/2018	BRAUD Yoan	704	100	0	0	0	17	ensoleille	station desormais forestiere, fortement decalee vers le bas (meme habitat ?)	Nemobius sylvestris		1		adulte	1		1229	28/08/2018 10:13	6.74622	44.18472
235(pas fini)	28/08/2018	BRAUD Yoan	705	100	0	0	0	12	ensoleille	station boisee, decalee a des altitudes tres inferieures. Probablement pas le meme type d'habitat que pour la station initiale?	Chorthippus biguttulus		1		adulte	1		1300	28/08/2018 10:37	6.74607	44.18527
A43	10/10/2019	GUIMIER Hubert	1437	90	10	0	0	20	ensoleille	Photo n�4718	Chorthippus saulcyi daimei	1	1		adulte	++	Presence hors releve de Euchorthippus declivus	1988	10/10/2019	7.421934	43.994523
235(pas fini)	28/08/2018	BRAUD Yoan	705	100	0	0	0	12	ensoleille	station boisee, decalee a des altitudes tres inferieures. Probablement pas le meme type d'habitat que pour la station initiale?	Euchorthippus declivus	1	1	1	adulte	 +		1300	28/08/2018 10:37	6.74607	44.18527
235(pas fini)	28/08/2018	BRAUD Yoan	705	100	0	0	0	12	ensoleille	station boisee, decalee a des altitudes tres inferieures. Probablement pas le meme type d'habitat que pour la station initiale?	Omocestus haemorrhoidalis	1	1		adulte	3		1300	28/08/2018 10:37	6.74607	44.18527
235(pas fini)	28/08/2018	BRAUD Yoan	705	100	0	0	0	12	ensoleille	station boisee, decalee a des altitudes tres inferieures. Probablement pas le meme type d'habitat que pour la station initiale?	Stenobothrus lineatus		1		adulte	1		1300	28/08/2018 10:37	6.74607	44.18527
235(pas fini)	28/08/2018	BRAUD Yoan	705	100	0	0	0	12	ensoleille	station boisee, decalee a des altitudes tres inferieures. Probablement pas le meme type d'habitat que pour la station initiale?	Gryllus campestris		1		juvenile	1		1300	28/08/2018 10:37	6.74607	44.18527
235(pas fini)	28/08/2018	BRAUD Yoan	705	100	0	0	0	12	ensoleille	station desormais forestiere, fortement decalee vers le bas (meme habitat ?)	Chorthippus biguttulus		1		adulte	1		1300	28/08/2018 10:37	6.74607	44.18527
A43	10/10/2019	GUIMIER Hubert	1438	90	10	0	0	20	ensoleille	Photo n�4718	Chorthippus saulcyi daimei		1		adulte	2	Presence hors releve de Euchorthippus declivus	1987	10/10/2019	7.422153	43.994573
235(pas fini)	28/08/2018	BRAUD Yoan	705	100	0	0	0	12	ensoleille	station desormais forestiere, fortement decalee vers le bas (meme habitat ?)	Euchorthippus declivus	1	1	1	adulte	 +		1300	28/08/2018 10:37	6.74607	44.18527
235(pas fini)	28/08/2018	BRAUD Yoan	705	100	0	0	0	12	ensoleille	station desormais forestiere, fortement decalee vers le bas (meme habitat ?)	Omocestus haemorrhoidalis	1	1		adulte	3		1300	28/08/2018 10:37	6.74607	44.18527
235(pas fini)	28/08/2018	BRAUD Yoan	705	100	0	0	0	12	ensoleille	station desormais forestiere, fortement decalee vers le bas (meme habitat ?)	Stenobothrus lineatus		1		adulte	1		1300	28/08/2018 10:37	6.74607	44.18527
235(pas fini)	28/08/2018	BRAUD Yoan	705	100	0	0	0	12	ensoleille	station desormais forestiere, fortement decalee vers le bas (meme habitat ?)	Gryllus campestris		1		juvenile	1		1300	28/08/2018 10:37	6.74607	44.18527
235(pas fini)	28/08/2018	BRAUD Yoan	705						ensoleille	station desormais forestiere, fortement decalee vers le bas (meme habitat ?)	Chorthippus apricarius				adulte	hors releve		1300	28/08/2018 10:37	6.74607	44.18527
235(pas fini)	28/08/2018	BRAUD Yoan	705						ensoleille	station desormais forestiere, fortement decalee vers le bas (meme habitat ?)	Ephippiger terrestris				adulte	hors releve		1300	28/08/2018 10:37	6.74607	44.18527
143	28/08/2018	BRAUD Yoan	706	100	0	0	0	21	ensoleille		Chorthippus apricarius		1		adulte	 +		1813	28/08/2018 16:46	6.75332	44.24069
A43	10/10/2019	GUIMIER Hubert	1439	95	5	0	0	20	ensoleille	Photo n�4718	Chorthippus saulcyi daimei		1		adulte	+	Presence hors releve de Euchorthippus declivus	1983	10/10/2019	7.422071	43.994447
143	28/08/2018	BRAUD Yoan	706	100	0	0	0	21	ensoleille		Stauroderus scalaris	1	1	1	adulte	 +++		1813	28/08/2018 16:46	6.75332	44.24069
143	28/08/2018	BRAUD Yoan	706	100	0	0	0	21	ensoleille		Ephippiger terrestris		1	1	adulte	2		1813	28/08/2018 16:46	6.75332	44.24069
143	28/08/2018	BRAUD Yoan	706	100	0	0	0	21	ensoleille		Roeseliana roeselii		1		adulte	 +		1813	28/08/2018 16:46	6.75332	44.24069
143	28/08/2018	BRAUD Yoan	707	100	0	0	0	28	ensoleille		Chorthippus apricarius		1	1	adulte	 ++		1817	28/08/2018 17:03	6.75354	44.24094
A43	10/10/2019	GUIMIER Hubert	1440	85	15	0	0	20	ensoleille	Photo n�4718	Chorthippus saulcyi daimei	1	1		adulte	++	Presence hors releve de Euchorthippus declivus	1981	10/10/2019	7.421855	43.994419
143	28/08/2018	BRAUD Yoan	707	100	0	0	0	28	ensoleille		Stauroderus scalaris	1	1	1	adulte	 ++		1817	28/08/2018 17:03	6.75354	44.24094
143	28/08/2018	BRAUD Yoan	707	100	0	0	0	28	ensoleille		Roeseliana roeselii		1	1	adulte	 +		1817	28/08/2018 17:03	6.75354	44.24094
143	28/08/2018	BRAUD Yoan	708	100	0	0	0	24	ensoleille		Chorthippus apricarius		1		adulte	 +		1817	28/08/2018 17:15	6.75377	44.24073
A23	9/10/2019	GUIMIER Hubert	1429	100	0	0	0	20	couvert	Photo n�4708	Chorthippus saulcyi daimei		1		adulte	2	Presence hors releve de Nemobius sylvestris, Decticus verrucivorus, Bicolorana bicolor, Psophus stridulus	1873	9/10/2019	7.420799	43.992436
143	28/08/2018	BRAUD Yoan	708	100	0	0	0	24	ensoleille		Stauroderus scalaris	1	1	1	adulte	 +		1817	28/08/2018 17:15	6.75377	44.24073
143	28/08/2018	BRAUD Yoan	708	100	0	0	0	24	ensoleille		Omocestus viridulus	1	1		adulte	1		1817	28/08/2018 17:15	6.75377	44.24073
A23	9/10/2019	GUIMIER Hubert	1430	90	5	5	0	20	couvert	Photo n�4708	Chorthippus saulcyi daimei		1		adulte	1	Presence hors releve de Nemobius sylvestris, Decticus verrucivorus, Bicolorana bicolor, Psophus stridulus	1888	9/10/2019	7.421142	43.992422
143	28/08/2018	BRAUD Yoan	708	100	0	0	0	24	ensoleille		Ephippiger terrestris		1		adulte	1		1817	28/08/2018 17:15	6.75377	44.24073
143	28/08/2018	BRAUD Yoan	709	100	0	0	0	19	ensoleille		Chorthippus apricarius		1	1	adulte	 ++		1814	28/08/2018 17:31	6.75355	44.2405
A63	10/09/2019	BRAUD Yoan	1441	90	0	5	5	40	ensoleille		Chorthippus saulcyi daimei	1	1		adulte	+++	Presence hors relevte de Nemobius sylvestris, Arcyptera fusca, Chorthippus biguttulus, Pholidoptera aptera	2056	10/10/2019	7.423608	43.996592
143	28/08/2018	BRAUD Yoan	709	100	0	0	0	19	ensoleille		Stauroderus scalaris	1	1		adulte	 +		1814	28/08/2018 17:31	6.75355	44.2405
143	28/08/2018	BRAUD Yoan	709	100	0	0	0	19	ensoleille		Ephippiger terrestris		1	1	adulte	3		1814	28/08/2018 17:31	6.75355	44.2405
143	28/08/2018	BRAUD Yoan	709	100	0	0	0	19	ensoleille		Roeseliana roeselii		1	1	adulte	 ++		1814	28/08/2018 17:31	6.75355	44.2405
143	28/08/2018	BRAUD Yoan	710	100	0	0	0	62	ensoleille		Chorthippus apricarius		1	1	adulte	 +++		1812	28/08/2018 17:45	6.75319	44.2404
A63	10/09/2019	BRAUD Yoan	1442	90	0	5	5	40	ensoleille		Chorthippus saulcyi daimei	1	1		adulte	+++	Presence hors relevte de Nemobius sylvestris, Arcyptera fusca, Chorthippus biguttulus, Pholidoptera aptera	2040	10/10/2019	7.424002	43.996641
143	28/08/2018	BRAUD Yoan	710	100	0	0	0	62	ensoleille		Stauroderus scalaris	1	1		adulte	 +		1812	28/08/2018 17:45	6.75319	44.2404
143	28/08/2018	BRAUD Yoan	710	100	0	0	0	62	ensoleille		Ephippiger terrestris		1		adulte	2		1812	28/08/2018 17:45	6.75319	44.2404
143	28/08/2018	BRAUD Yoan	710	100	0	0	0	62	ensoleille		Roeseliana roeselii	1			adulte	 ++		1812	28/08/2018 17:45	6.75319	44.2404
143	28/08/2018	BRAUD Yoan	710	100	0	0	0	62	ensoleille		Gomphocerinae sp		1		juvenile	1		1812	28/08/2018 17:45	6.75319	44.2404
143	28/08/2018	BRAUD Yoan	710						ensoleille		Tettigonia cantans				adulte	hors releve		1812	28/08/2018 17:45	6.75319	44.2404
A95	29/08/2018	BRAUD Yoan	711	95	0	0	5	21	ensoleille		Chorthippus apricarius	1	1	1	adulte	 +++		1903	29/08/2018 10:38	7.43881	43.99932
A63	10/09/2019	BRAUD Yoan	1443	90	0	5	5	35	ensoleille		Chorthippus saulcyi daimei		1		adulte	+	Presence hors relevte de Nemobius sylvestris, Arcyptera fusca, Chorthippus biguttulus, Pholidoptera aptera	2055	10/10/2019	7.424188	43.996697
A95	29/08/2018	BRAUD Yoan	711	95	0	0	5	21	ensoleille		Stauroderus scalaris	1	1		adulte	 ++		1903	29/08/2018 10:38	7.43881	43.99932
A95	29/08/2018	BRAUD Yoan	711	95	0	0	5	21	ensoleille		Euthystira brachyptera		1		adulte	1		1903	29/08/2018 10:38	7.43881	43.99932
A95	29/08/2018	BRAUD Yoan	711	95	0	0	5	21	ensoleille		Podisma dechambrei		1		adulte	1	male photographie	1903	29/08/2018 10:38	7.43881	43.99932
A95	29/08/2018	BRAUD Yoan	711	95	0	0	5	21	ensoleille		Stenobothrus lineatus	1		1	adulte	1		1903	29/08/2018 10:38	7.43881	43.99932
A95	29/08/2018	BRAUD Yoan	711	95	0	0	5	21	ensoleille		Bicolorana bicolor	1		1	adulte	1		1903	29/08/2018 10:38	7.43881	43.99932
A63	10/09/2019	BRAUD Yoan	1444	85	0	10	5	25	ensoleille		Chorthippus saulcyi daimei	1	1		adulte	+++	Presence hors relevte de Nemobius sylvestris, Arcyptera fusca, Chorthippus biguttulus, Pholidoptera aptera	2049	10/10/2019	7.423927	43.996838
A95	29/08/2018	BRAUD Yoan	711	95	0	0	5	21	ensoleille		Pholidoptera aptera		1		adulte	1		1903	29/08/2018 10:38	7.43881	43.99932
A95	29/08/2018	BRAUD Yoan	711	95	0	0	5	21	ensoleille		Gomphocerinae sp		1		juvenile	1		1903	29/08/2018 10:38	7.43881	43.99932
A95	29/08/2018	BRAUD Yoan	711	95	0	0	5	21	ensoleille		Metrioptera saussuriana		1		adulte	1		1903	29/08/2018 10:38	7.43881	43.99932
A95	29/08/2018	BRAUD Yoan	712	90	5	0	5	5	ensoleille		Chorthippus apricarius	1	1	1	adulte	 +++		1928	29/08/2018 11:07	7.43912	43.99915
A95	29/08/2018	BRAUD Yoan	712	90	5	0	5	5	ensoleille		Stauroderus scalaris	1	1		adulte	 +		1928	29/08/2018 11:07	7.43912	43.99915
A95	29/08/2018	BRAUD Yoan	712	90	5	0	5	5	ensoleille		Omocestus haemorrhoidalis		1		adulte	1		1928	29/08/2018 11:07	7.43912	43.99915
A95	29/08/2018	BRAUD Yoan	712	90	5	0	5	5	ensoleille		Podisma dechambrei		1		adulte	1		1928	29/08/2018 11:07	7.43912	43.99915
A95	29/08/2018	BRAUD Yoan	712	90	5	0	5	5	ensoleille		Gomphocerinae sp		1	1	juvenile	 +		1928	29/08/2018 11:07	7.43912	43.99915
A95	29/08/2018	BRAUD Yoan	712	90	5	0	5	5	ensoleille		Metrioptera saussuriana		1		adulte	2		1928	29/08/2018 11:07	7.43912	43.99915
A63	10/09/2019	BRAUD Yoan	1445	85	5	10	0	3	ensoleille		Chorthippus saulcyi daimei		1		adulte	++	Presence hors relevte de Nemobius sylvestris, Arcyptera fusca, Chorthippus biguttulus, Pholidoptera aptera	2051	10/10/2019	7.423817	43.996714
A95	29/08/2018	BRAUD Yoan	713	100	0	0	0	23	ensoleille		Chorthippus apricarius	1	1	1	adulte	 ++		1922	29/08/2018 11:20	7.43916	43.99939
A95	29/08/2018	BRAUD Yoan	713	100	0	0	0	23	ensoleille		Stauroderus scalaris	1	1		adulte	1		1922	29/08/2018 11:20	7.43916	43.99939
A95	29/08/2018	BRAUD Yoan	713	100	0	0	0	23	ensoleille		Euthystira brachyptera		1		adulte	1		1922	29/08/2018 11:20	7.43916	43.99939
A95	29/08/2018	BRAUD Yoan	713	100	0	0	0	23	ensoleille		Podisma dechambrei		1		adulte	1	femelle avec points  	1922	29/08/2018 11:20	7.43916	43.99939
A95	29/08/2018	BRAUD Yoan	713	100	0	0	0	23	ensoleille		Bicolorana bicolor		1		adulte	1		1922	29/08/2018 11:20	7.43916	43.99939
A95	29/08/2018	BRAUD Yoan	713	100	0	0	0	23	ensoleille		Ephippiger terrestris	1	1		adulte	2		1922	29/08/2018 11:20	7.43916	43.99939
A95	29/08/2018	BRAUD Yoan	713	100	0	0	0	23	ensoleille		Gomphocerinae sp		1	1	juvenile	 +		1922	29/08/2018 11:20	7.43916	43.99939
A95	29/08/2018	BRAUD Yoan	713	100	0	0	0	23	ensoleille		Metrioptera saussuriana		1		adulte	1		1922	29/08/2018 11:20	7.43916	43.99939
A95	29/08/2018	BRAUD Yoan	714	95	5	0	0	17	ensoleille		Arcyptera fusca	1	1		adulte	1		1929	29/08/2018 11:43	7.43874	43.99963
A95	29/08/2018	BRAUD Yoan	714	95	5	0	0	17	ensoleille		Chorthippus apricarius		1	1	adulte	 +++		1929	29/08/2018 11:43	7.43874	43.99963
A13	9/09/2019	BRAUD Yoan	1431	95	5	0	0	6	intermediaire		Chorthippus saulcyi daimei		1		adulte	2	Presence hors releve de Ephippiger terrestris et Pholidoptera fallax	1777	9/10/2019	7.41995	43.991245
A95	29/08/2018	BRAUD Yoan	714	95	5	0	0	17	ensoleille		Stauroderus scalaris	1	1	1	adulte	3		1929	29/08/2018 11:43	7.43874	43.99963
A95	29/08/2018	BRAUD Yoan	714	95	5	0	0	17	ensoleille		Euthystira brachyptera		1	1	adulte	3		1929	29/08/2018 11:43	7.43874	43.99963
A95	29/08/2018	BRAUD Yoan	714	95	5	0	0	17	ensoleille		Stenobothrus lineatus		1		adulte	1		1929	29/08/2018 11:43	7.43874	43.99963
A13	9/09/2019	BRAUD Yoan	1433	95	5	0	0	4	intermediaire		Chorthippus saulcyi daimei		1		adulte	3	Presence hors releve de Ephippiger terrestris et Pholidoptera fallax	1777	9/10/2019	7.420222	43.991222
A95	29/08/2018	BRAUD Yoan	714	95	5	0	0	17	ensoleille		Ephippiger terrestris	1	1	1	adulte	3		1929	29/08/2018 11:43	7.43874	43.99963
A95	29/08/2018	BRAUD Yoan	714	95	5	0	0	17	ensoleille		Pholidoptera griseoaptera		1		adulte	1		1929	29/08/2018 11:43	7.43874	43.99963
A95	29/08/2018	BRAUD Yoan	714	95	5	0	0	17	ensoleille		Gomphocerinae sp		1		juvenile	3		1929	29/08/2018 11:43	7.43874	43.99963
A13	9/09/2019	BRAUD Yoan	1435	100	0	0	0	13	couvert		Chorthippus saulcyi daimei		1		adulte	2	Presence hors releve de Ephippiger terrestris et Pholidoptera fallax	1781	9/10/2019	7.419766	43.99113
A95	29/08/2018	BRAUD Yoan	715	80	10	10	0	11	ensoleille		Chorthippus apricarius	1	1	1	adulte	 +++		1944	29/08/2018 12:05	7.4385	43.99954
A95	29/08/2018	BRAUD Yoan	715	80	10	10	0	11	ensoleille		Stauroderus scalaris	1	1		adulte	 +		1944	29/08/2018 12:05	7.4385	43.99954
A95	29/08/2018	BRAUD Yoan	715	80	10	10	0	11	ensoleille		Bicolorana bicolor		1		adulte	1		1944	29/08/2018 12:05	7.4385	43.99954
A95	29/08/2018	BRAUD Yoan	715	80	10	10	0	11	ensoleille		Ephippiger terrestris	1			adulte	1		1944	29/08/2018 12:05	7.4385	43.99954
A95	29/08/2018	BRAUD Yoan	715	80	10	10	0	11	ensoleille		Gomphocerinae sp		1	1	juvenile	4		1944	29/08/2018 12:05	7.4385	43.99954
A95	29/08/2018	BRAUD Yoan	715						ensoleille		Polysarcus denticauda				adulte	hors releve		1944	29/08/2018 12:05	7.4385	43.99954
A75	29/08/2018	BRAUD Yoan	716	95	0	0	5	36	ensoleille		Chorthippus apricarius	1	1	1	adulte	 ++		2026	29/08/2018 12:24	7.43126	43.99944
A75	29/08/2018	BRAUD Yoan	716	95	0	0	5	36	ensoleille		Stauroderus scalaris	1	1		adulte	1		2026	29/08/2018 12:24	7.43126	43.99944
A75	29/08/2018	BRAUD Yoan	716	95	0	0	5	36	ensoleille		Polysarcus denticauda	1	1		adulte	1		2026	29/08/2018 12:24	7.43126	43.99944
A75	29/08/2018	BRAUD Yoan	716	95	0	0	5	36	ensoleille		Gomphocerinae sp		1		juvenile	1		2026	29/08/2018 12:24	7.43126	43.99944
A75	29/08/2018	BRAUD Yoan	717	100	0	0	0	26	ensoleille		Chorthippus apricarius	1	1	1	adulte	 ++		2022	29/08/2018 12:50	7.4316	43.99946
A75	29/08/2018	BRAUD Yoan	717	100	0	0	0	26	ensoleille		Stauroderus scalaris	1	1		adulte	3		2022	29/08/2018 12:50	7.4316	43.99946
A75	29/08/2018	BRAUD Yoan	717	100	0	0	0	26	ensoleille		Euthystira brachyptera		1		adulte	2		2022	29/08/2018 12:50	7.4316	43.99946
A75	29/08/2018	BRAUD Yoan	717	100	0	0	0	26	ensoleille		Podisma dechambrei		1		adulte	1	male photographie	2022	29/08/2018 12:50	7.4316	43.99946
